Incumbent,Name,Office,Party,Percent,Won,Year,CF_ID,Self,Ind_DE,PAC,National_Sub_Committees,sub_100,Candidate_Committee,Individual,Contrib_Total,Candidate Expenses,Contributions,Field Expenses,Fund Raiser,Mail,Media,Printing and Campaign Materials,Rent and Other Office expenses,Salaries and Other compensation,smol,Expend_Total
0,COLIN BONINI,GOVERNOR,R,39.18,0,2016,1000023,35000,6200,2000,0,0,0,0,43200,0,0,0,0,940,0,0,0,0,240,1180
0,COLIN BONINI,GOVERNOR,R,39.18,0,2016,1002090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SEAN L GOWARD,GOVERNOR,O,1.09,0,2016,1003782,895.77,700,300,0,1,0,0,1896.77,0,0,0,15.99,0,104.69,1115.97,0,0,13.46,1250.11
0,BETHANY HALL LONG,LIEUTENANT GOVERNOR,D,59.44,1,2016,1003536,70000,90235,79564,0,7365.72,7300,8675,263139.72,2500,560,5628.54,9731.86,71359.37,53460.52,115709.4,8217.7,36796.88,1700,305664.27
0,LA MAR T GUNN,LIEUTENANT GOVERNOR,R,40.56,0,2016,1003770,29392.57,13750,5339,0,2986.72,0,1000,52468.29,3162.12,0,1486.08,999.12,18.8,30306.93,3486.35,332.8,8155,0,47947.2
0,TRINIDAD NAVARRO,INSURANCE COMMISSIONER,D,59.28,1,2016,1002099,0,0,0,0,0,4547,0,4547,0,320,0,4286.5,0,990,0,0,750,25,6371.5
0,TRINIDAD NAVARRO,INSURANCE COMMISSIONER,D,59.28,1,2016,1003501,0,47700,44721.25,0,3498.6,1700,28575.1,126194.95,0,1810,1426.16,781.32,19417.57,26365.94,20779.61,1362.9,12929,403.34,85275.84
0,JEFFREY E CRAGG,INSURANCE COMMISSIONER,R,40.72,0,2016,1003626,0,4250,4500,0,0,0,0,8750,0,0,0,1830.5,0,5962.29,1696,0,0,430.38,9919.17
1,HARRIS B MCDOWELL III,STATE SENATOR DISTRICT 1,D,56.32,1,2016,1000009,0,8450,33044.36,0,7775,3050,6200,58519.36,0,1100,3889.02,1058.38,23795.45,14130.23,11340.36,0,6600,0,61913.44
0,JAMES SPADOLA,STATE SENATOR DISTRICT 1,R,43.68,0,2016,1003581,5017,12050,11968.19,0,11217.84,1950,6300,48503.03,0,1781,1853.17,2702.71,3203.21,13765.65,21855.94,183.9,400,0,45745.58
1,CATHERINE CLOUTIER,STATE SENATOR DISTRICT 5,R,59.48,1,2016,1000123,15000,21000,14575,0,1700,125,450,52850,0,0,1957.29,2939,35765,12621.97,9773.64,868.65,120,327.46,64373.01
0,DENISE BOWERS,STATE SENATOR DISTRICT 5,D,40.52,0,2016,1003695,0,1580,3100,900,975,350,1000,7905,1781,50,0,812.38,94,9315.4,322,430.55,300,0,13105.33
0,ANTHONY DELCOLLO,STATE SENATOR DISTRICT 7,R,50.55,1,2016,1003530,16200,31908,22565,0,12671.8,2650,4200,90194.8,0,250,3144.41,4680.97,27057.01,38763.56,10242.55,886.83,5100,0,90125.33
1,PATRICIA BLEVINS,STATE SENATOR DISTRICT 7,D,49.45,0,2016,1000014,0,32325,43768,0,3025,3350,4459,86927,1781,4518.75,4928.09,4228.25,21788.09,37344.2,67117,3000,400,0,145105.38
1,DAVID P SOKOLA,STATE SENATOR DISTRICT 8,D,50.81,1,2016,1000015,8579.02,16400,23650,0,5900,4600,4100,63229.02,1781,1500,1007.07,2311.44,38404.4,17615.75,578,793.82,1000,0,64991.48
0,MEREDITH CHAPMAN,STATE SENATOR DISTRICT 8,R,46.53,0,2016,1003795,2487,30296,17900,0,2557.8,3500,1850,58590.8,0,0,0,2354.07,22928.25,22948.81,19312.21,1131.2,0,187.36,68861.9
0,DAVID B CHANDLER,STATE SENATOR DISTRICT 8,O,2.66,0,2016,1003190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,JOHN WALSH,STATE SENATOR DISTRICT 9,D,100,1,2016,1003818,0,1800,9900,0,1400,800,2700,16600,0,1000,725,900,259.49,0,490,0,7997.18,355.03,11726.7
1,NICOLE POORE,STATE SENATOR DISTRICT 12,D,100,1,2016,1002709,0,8125,20926.94,0,6195,900,610,36756.94,1781,5815,3311.73,4144.73,0,5337.7,62.18,2605.41,1050,1083.98,25191.73
1,DAVID B MCBRIDE,STATE SENATOR DISTRICT 13,D,100,1,2016,1000020,0,7600,17526.95,0,3700,1800,2050,32676.95,1781,4200,0,2141.95,0,1941.05,6575.78,4239.52,738.59,867.02,22484.91
1,BRUCE C ENNIS,STATE SENATOR DISTRICT 14,D,59.55,1,2016,1001605,175,8375,20890,0,7835,3546.7,0,40821.7,1761,2550,2194,3736.3,10371.75,10772.89,6911.35,2192.95,1000,205.6,41695.84
0,CARL PACE,STATE SENATOR DISTRICT 14,R,40.45,0,2016,1003661,0,15795,9181.85,0,6203.44,1200,1500,33880.29,0,298,1823.82,5189.84,5196.94,20918.9,0,401.51,139,0,33968.01
0,DAVID G LAWSON,STATE SENATOR DISTRICT 15,R,100,1,2016,1002283,0,14715,14314,0,5421,1200,3500,39150,880,6798,420.43,9435.47,0,872.24,3565.71,671.1,0,1117.85,23760.8
0,BRIAN G PETTYJOHN,STATE SENATOR DISTRICT 19,R,100,1,2016,1002827,0,7621.2,10150,0,3920,0,998.6,22689.8,1782,900,550.44,4741.03,177,7277.41,910.39,921.79,0,0,17260.06
1,GERALD W HOCKER,STATE SENATOR DISTRICT 20,R,72.39,1,2016,1000408,0,4475,14700,0,4585,0,600,24360,0,1600,2890.96,1903.72,0,7303.24,647,705,0,0,15049.92
0,PERRY J MITCHELL,STATE SENATOR DISTRICT 20,D,27.61,0,2016,1003787,0,3150,5982,0,250,600,0,9982,1782,113.87,17.94,0,56,7847.99,103.97,102.55,0,0,10024.32
1,CHARLES POTTER JR,STATE REPRESENTATIVE DISTRICT 1,D,100,1,2016,1000168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CHARLES POTTER JR,STATE REPRESENTATIVE DISTRICT 1,D,100,1,2016,1002568,960,1900,6800,0,7750,600,1650,19660,890,2125,1108,1375,86,800,0,0,0,1003.98,7387.98
1,STEPHANIE T BOLDEN,STATE REPRESENTATIVE DISTRICT 2,D,100,1,2016,1000078,0,3000,8050,0,8300,150,2500,22000,890,1650,0,1437.84,480,382.99,2079.62,762.75,0,434.85,8118.05
1,HELENE M KEELEY,STATE REPRESENTATIVE DISTRICT 3,D,100,1,2016,1000033,0,4000,16800,0,5600,0,250,26650,890,4870,100,2852,957,2225,5412.32,135,185,1154.16,18780.48
1,GERALD L BRADY,STATE REPRESENTATIVE DISTRICT 4,D,100,1,2016,1001020,0,8350,8375.06,0,3750,250,2600,23325.06,890,2200,450,3113.63,0,0,2750,0,0,0,9403.63
1,MELANIE GEORGE SMITH,STATE REPRESENTATIVE DISTRICT 5,D,100,1,2016,1000293,0,650,4150,0,0,250,200,5250,0,2340,2037.1,750,680,3503.01,1975,2073.27,0,321.4,13679.78
1,DEBRA HEFFERNAN,STATE REPRESENTATIVE DISTRICT 6,D,100,1,2016,1002175,0,3575,12325,0,9900,0,4800,30600,890,1800,160,2758.94,2821.85,1990.14,45.81,411.98,23.6,0,10902.32
1,BRYON SHORT,STATE REPRESENTATIVE DISTRICT 7,D,90.1,1,2016,1001546,0,5150,21050,0,6070,600,400,33270,0,780,3119.52,92.85,0,8951.76,0,346.88,0,0,13291.01
0,C ROBERT WILSON,STATE REPRESENTATIVE DISTRICT 7,O,9.9,0,2016,1003578,600,650,890,0,420,900,0,3460,890,0,150,74.5,0,1003.96,135.31,0,0,0,2253.77
1,S QUINTON JOHNSON,STATE REPRESENTATIVE DISTRICT 8,D,100,1,2016,1001763,0,4250,12425,300,3000,125,2700,22800,890,5850,930,1647.23,3306.1,755,0,0,653.83,0,14032.16
1,KEVIN S HENSLEY,STATE REPRESENTATIVE DISTRICT 9,R,60.37,1,2016,1003129,0,34500,0,0,6900,0,4325,45725,890,0,526,634.98,20584.18,1681.94,7633,0,0,0,31950.1
0,MONIQUE JOHNS,STATE REPRESENTATIVE DISTRICT 9,D,39.63,0,2016,1003800,0,2400,2200,2600,1450,2400,2400,13450,0,0,348.16,385.12,65.39,15993.65,211.49,54.49,75,0,17133.3
1,SEAN MATTHEWS,STATE REPRESENTATIVE DISTRICT 10,D,60.74,1,2016,1002578,0,3000,15150,0,2900,700,250,22000,0,0,0,0,11036.77,0,8200.45,0,0,0,19237.22
0,JUDITH M TRAVIS,STATE REPRESENTATIVE DISTRICT 10,R,39.26,0,2016,1002209,0,7236,3500,0,150,850,3000,14736,890,125,627.95,761.93,14835.01,6882.43,4781.39,712.47,0,856.12,30472.3
1,JEFFREY N SPIEGELMAN,STATE REPRESENTATIVE DISTRICT 11,R,69.56,1,2016,1002700,0,5965,18325,0,9440.5,2250,1038.75,37019.25,880,2500,242,1129.75,2650.51,8886.42,4234.87,24,0,376.43,20923.98
0,DAVID L NEILSON,STATE REPRESENTATIVE DISTRICT 11,D,30.44,0,2016,1003831,0,1675,7500,0,750,1645,0,11570,0,0,150,3734.9,1573.79,2130,7176.74,0,0,134.22,14899.65
1,DEBORAH D HUDSON,STATE REPRESENTATIVE DISTRICT 12,R,100,1,2016,1000039,0,700,16825,0,6008.79,0,0,23533.79,30,4570,3900.65,1905.84,2329.16,3101.14,0,2661.49,0,0,18498.28
1,JOHN L MITCHELL JR,STATE REPRESENTATIVE DISTRICT 13,D,100,1,2016,1001316,0,2425,3900,0,3450,0,150,9925,0,1000,600,1950.33,350,0,361,0,0,0,4261.33
1,PETER C SCHWARTZKOPF,STATE REPRESENTATIVE DISTRICT 14,D,63.55,1,2016,1000275,0,12600.01,39400,0,1425,600,6600,60625.01,0,5800,9710.65,2120,31443.8,3027.87,855,811.61,0,1866.76,55635.69
0,JAMES LOUIS DEMARTINO,STATE REPRESENTATIVE DISTRICT 14,R,36.45,0,2016,1003760,12350,2045,4400,600,1660,0,750,21805,891,0,268,300,2172.64,14505.54,2013.27,1633.06,0,0,21783.51
1,VALERIE LONGHURST,STATE REPRESENTATIVE DISTRICT 15,D,100,1,2016,1000298,0,3150,20850,0,1000,0,2825,27825,0,5369.95,1124.85,186.76,205.75,4076.39,276.04,433.97,0,0,11673.71
1,JAMES JOHNSON,STATE REPRESENTATIVE DISTRICT 16,D,100,1,2016,1000396,0,450,7000,0,900,0,500,8850,890,1925,700,375,1185.8,867,1082.88,150,900,490,8565.68
1,MICHAEL MULROONEY,STATE REPRESENTATIVE DISTRICT 17,D,100,1,2016,1000120,0,1450,9300,0,3900,0,450,15100,890,6425,1004,625,1535.4,800,0,0,0,0,11279.4
0,DAVID BENTZ,STATE REPRESENTATIVE DISTRICT 18,D,100,1,2016,1003513,0,2850,7960.72,0,8555,200,1900,21465.72,890,3965.95,0,1266.75,0,175,6683,0,0,160.66,13141.36
1,KIMBERLY WILLIAMS,STATE REPRESENTATIVE DISTRICT 19,D,63,1,2016,1001986,0,3100,14000,0,4450,4327.68,1800,27677.68,890,232.67,1264.02,1110.31,2334.89,90,9389.73,968.57,0,1285.13,17565.32
0,JAMES R STARTZMAN JR,STATE REPRESENTATIVE DISTRICT 19,R,37,0,2016,1003212,2250,4450,2700,0,400,800,0,10600,0,1490,640,1806.77,192.58,4331.2,3087.17,470.08,150,2036.82,14204.62
1,STEPHEN T SMYK,STATE REPRESENTATIVE DISTRICT 20,R,61.57,1,2016,1002679,0,20700,19546.8,0,7812.72,600,0,48659.52,891,200,6627.07,9533.96,3412.13,7622.78,5425,1300,300,0,35311.94
0,BARBARA W VAUGHAN,STATE REPRESENTATIVE DISTRICT 20,D,36.96,0,2016,1003827,0,6880,2391,0,1832.21,1800,700,13603.21,0,235,1357.16,30,305.17,8535.79,4563.95,45.2,0,847.9,15920.17
0,DONALD R AYOTTE,STATE REPRESENTATIVE DISTRICT 20,O,1.47,0,2016,1003135,520,0,0,0,150,0,0,670,0,0,0,0,0,930,0,0,0,0,930
1,MICHAEL RAMONE,STATE REPRESENTATIVE DISTRICT 21,R,82.21,1,2016,1001285,0,10695,13900,0,1190,200,1000,26985,890,5504.75,1272.75,4909.24,810.74,450,2102,1175,0,1298.8,18413.28
0,DAVID MCCORQUODALE,STATE REPRESENTATIVE DISTRICT 21,O,17.79,0,2016,1003159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,JOSEPH E MIRO,STATE REPRESENTATIVE DISTRICT 22,R,65.91,1,2016,1000070,0,1350,16500,0,6400,0,0,24250,890,1809,1265.73,881.25,5871.31,1818.75,6600.99,2421.94,0,385.55,21944.52
0,LANETTE R EDWARDS,STATE REPRESENTATIVE DISTRICT 22,D,31.83,0,2016,1003832,5000,5500,7150,0,2464.68,0,6050,26164.68,1040,0,252.91,2292.45,129.75,517.37,16511.73,166.5,0,129.97,21040.68
0,BERNARD AUGUST,STATE REPRESENTATIVE DISTRICT 22,O,2.26,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PAUL S BAUMBACH,STATE REPRESENTATIVE DISTRICT 23,D,100,1,2016,1002735,0,4230,9480,0,18161,300,1500,33671,890,235,280.54,1789.21,4338.57,1676.92,4220,1023.96,0,0,14454.2
1,EDWARD OSIENSKI,STATE REPRESENTATIVE DISTRICT 24,D,68.72,1,2016,1002132,0,1100,18200,0,5000,1100,0,25400,890,1325,1664.26,324,10810,250,1387,0,0,0,16650.26
0,TIMOTHY S CONRAD,STATE REPRESENTATIVE DISTRICT 24,R,31.28,0,2016,1003849,0,200,600,600,560,500,0,2460,0,0,24,250,0,897.25,1263.6,0,0,26.23,2461.08
1,JOHN A KOWALKO JR,STATE REPRESENTATIVE DISTRICT 25,D,68.55,1,2016,1000444,0,3527,12901,0,7050,1900,600,25978,890,950,1362.03,1136.59,5406.67,100,5562.48,1483.14,0,505.38,17396.29
0,MICHAEL NAGORSKI,STATE REPRESENTATIVE DISTRICT 25,R,31.45,0,2016,1003854,600,900,600,0,300,850,0,3250,0,0,0,250,0,1245.58,760,0,0,0,2255.58
1,JOHN VIOLA,STATE REPRESENTATIVE DISTRICT 26,D,100,1,2016,1000122,0,2325,15650,0,4000,0,0,21975,890,3425,600,2547,680,0,752,0,0,0,8894
1,EARL G JAQUES JR,STATE REPRESENTATIVE DISTRICT 27,D,100,1,2016,1001341,0,1200,8600,0,5650,0,0,15450,890,2500,1051,390,0,500,0,0,0,0,5331
1,WILLIAM CARSON,STATE REPRESENTATIVE DISTRICT 28,D,100,1,2016,1001609,0,9505,14320,0,0,600,0,24425,0,4510,0,3656.2,730,5643.5,5755,392.05,0,621,21307.75
1,W CHARLES PARADEE III,STATE REPRESENTATIVE DISTRICT 29,D,62.01,1,2016,1001577,107.05,13080.5,23675,0,3544.08,3800,250,44456.63,880,1290,1339.9,3131.33,1620.97,3207.93,25931.04,0,500,810.21,38711.38
0,JANICE GALLAGHER,STATE REPRESENTATIVE DISTRICT 29,R,35.85,0,2016,1003850,12081.46,1699,2200,0,1300,600,2400,20280.46,0,100,295.53,1447.1,235,4657.6,2417.05,350.67,160,1522.51,11185.46
0,RUTH A JAMES,STATE REPRESENTATIVE DISTRICT 29,O,2.14,0,2016,1003884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,WILLIAM R OUTTEN,STATE REPRESENTATIVE DISTRICT 30,R,70.73,1,2016,1000413,0,1355,11155,0,3900,0,0,16410,880,500,155,2796.26,2154,3404.75,0,0,0,443.11,10333.12
0,CHARLES GROCE,STATE REPRESENTATIVE DISTRICT 30,D,29.27,0,2016,1003852,2400,2600,4650,0,205,0,300,10155,0,0,17.55,2186.99,45.9,500,7415.68,0,0,0,10166.12
1,SEAN M LYNN,STATE REPRESENTATIVE DISTRICT 31,D,66.55,1,2016,1003091,606.57,11900,18175,0,12934.96,3927.68,200,47744.21,880,600,776.65,3816.1,150,3633.36,17112.04,0,2749.97,0,29718.12
0,M JEAN DOWDING,STATE REPRESENTATIVE DISTRICT 31,R,33.45,0,2016,1004323,16850,1075,0,0,849,0,0,18774,0,0,0,0,0,0,0,0,0,0,0
1,ANDRIA L BENNETT,STATE REPRESENTATIVE DISTRICT 32,D,60.48,1,2016,1002779,0,7900,22725,0,6190,4250,0,41065,880,430,283.57,755,16103.85,1668.42,9601.36,0,2500,0,32222.2
0,PATRICIA MCDANIEL FOLTZ,STATE REPRESENTATIVE DISTRICT 32,R,39.52,0,2016,1003823,3928.17,4335,2900,0,3448.95,3050,600,18262.12,880,0,185.53,848.92,5148.02,1549.58,3359.34,171.07,0,0,12142.46
0,CHARLES S POSTLES JR,STATE REPRESENTATIVE DISTRICT 33,R,57.51,1,2016,1003148,0,5450,8250,0,3410,3150,600,20860,0,0,0,160.85,2541,6244.21,7437.91,0,0,418.41,16802.38
0,KAREN D WILLIAMS,STATE REPRESENTATIVE DISTRICT 33,D,42.49,0,2016,1003807,120,6357.15,11900,0,5225.63,2650,120,26372.78,880,0,463.84,1236.1,517,3088.88,20954.8,0,0,9.14,27149.76
1,LYNDON D YEARICK,STATE REPRESENTATIVE DISTRICT 34,R,59.08,1,2016,1003090,0,3850,22595,0,1500,1950,600,30495,880,1000,768.29,855.11,2108.61,4517.63,10384.7,58.5,0,413.79,20986.63
0,DAVID HENDERSON,STATE REPRESENTATIVE DISTRICT 34,D,40.92,0,2016,1003716,10538.38,2770,7550,0,2972.14,1700,0,25530.52,880,0,0,150,141.4,14078,3344.94,0,0,321.92,18916.26
1,DAVID L WILSON,STATE REPRESENTATIVE DISTRICT 35,R,72.91,1,2016,1001873,0,5166,12300,0,2300,2000,0,21766,0,0,1275,321,0,9457.72,14100.07,0,0,18.75,25172.54
0,GARY M WOLFE,STATE REPRESENTATIVE DISTRICT 35,D,27.09,0,2016,1002757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,GARY M WOLFE,STATE REPRESENTATIVE DISTRICT 35,D,27.09,0,2016,1003860,0,0,200,0,95.61,0,0,295.61,0,0,0,0,0,208,39.61,0,0,0,247.61
1,HARVEY R KENTON JR,STATE REPRESENTATIVE DISTRICT 36,R,100,1,2016,1002144,0,400,6850,0,0,231.12,0,7481.12,0,250,1150,250,0,378.75,1618.06,0,0,6137.67,9784.48
1,RUTH BRIGGS KING,STATE REPRESENTATIVE DISTRICT 37,R,62.47,1,2016,1002091,0,7950,19625,0,4705,978.52,600,33858.52,891,0,1442.6,2095.11,2027.86,17530.69,2874.28,550,0,0,27411.54
0,PAULETTE A RAPPA,STATE REPRESENTATIVE DISTRICT 37,D,37.53,0,2016,1002963,0,4600,4791,0,1125,600,200,11316,891,0,983.32,1272.34,729.95,5500.5,2327.17,574.29,0,0,12278.57
1,RONALD E GRAY,STATE REPRESENTATIVE DISTRICT 38,R,100,1,2016,1002711,0,2000,11800,0,5783,0,600,20183,891,0,1077.7,1542.75,18.8,1258.92,1428.27,0,0,0,6217.44
1,DANIEL B SHORT,STATE REPRESENTATIVE DISTRICT 39,R,91.25,1,2016,1001340,0,1800,16550,0,0,0,600,18950,891,3400,820.07,1681.66,0,6452.09,4174.96,1881.49,0,967.04,20268.31
0,JAMES BRITTINGHAM,STATE REPRESENTATIVE DISTRICT 39,O,8.75,0,2016,1003765,0,450,300,0,0,0,0,750,0,0,0,0,0,0,1299.97,0,0,0,1299.97
1,TIMOTHY DALE DUKES,STATE REPRESENTATIVE DISTRICT 40,R,100,1,2016,1002690,0,1200,10325,0,1800,0,600,13925,0,1900,1243.5,675,0,1989.92,877.5,1019.94,0,0,7705.86
1,RICHARD G COLLINS,STATE REPRESENTATIVE DISTRICT 41,R,59.18,1,2016,1002739,0,15650,15555,0,6560,250,600,38615,2000,150,1286.28,1145.99,15767.6,6417.86,4531.15,154.75,0,439,31892.63
0,S BRADLEY CONNOR,STATE REPRESENTATIVE DISTRICT 41,D,40.82,0,2016,1002971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,S BRADLEY CONNOR,STATE REPRESENTATIVE DISTRICT 41,D,40.82,0,2016,1003819,3000,13641,300,0,400,600,3000,20941,0,150,3666.7,352.45,3629.88,5784.8,6734.23,75,0,0,20393.06
0,MATTHEW MEYER,COUNTY EXECUTIVE (N),D,66.59,1,2016,1003643,0,47362,30500,0,4500,1400,7075,90837,677.68,600,3883.99,6434.67,22347.13,53298.12,11068,1542.57,27180,17261.94,144294.1
0,MARK BLAKE,COUNTY EXECUTIVE (N),R,33.41,0,2016,1002645,1350,4850,7282,0,0,900,1200,15582,0,0,14.99,592.98,235,10738.97,1008,0,0,0,12589.94
0,KAREN HARTLEY NAGLE,PRESIDENT OF COUNTY COUNCIL (N),D,100,1,2016,1003534,1525,5184,6100,0,1717.23,0,828.5,15354.73,0,625,2964,413.86,1456.39,7156.19,2537.32,295.36,64.91,0,15513.03
1,GEORGE SMILEY,COUNTY COUNCIL DISTRICT 7 (N),D,100,1,2016,1000336,0,0,1100,0,0,0,0,1100,0,800,0,0,0,300,0,0,0,0,1100
1,JOHN CARTIER,COUNTY COUNCIL DISTRICT 8 (N),D,100,1,2016,1000342,0,2348,1850,0,2500,200,0,6898,1798,1100,387.65,2485.09,208.23,840,0,0,250,0,7068.97
1,TIMOTHY P SHELDON,COUNTY COUNCIL DISTRICT 9 (N),D,100,1,2016,1000417,0,5451,8450,0,300,0,1600,15801,0,2173,0,0,0,0,0,0,0,0,2173
1,JEA P STREET,COUNTY COUNCIL DISTRICT 10 (N),D,92.1,1,2016,1000394,0,4950,5600,0,3645,500,500,15195,1798,2100,0,413,0,3245,1919.66,0,3150,626.68,13252.34
0,ALEXANDER DURNAN,COUNTY COUNCIL DISTRICT 10 (N),O,7.9,0,2016,1003880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,DAVID L TACKETT,COUNTY COUNCIL DISTRICT 11 (N),D,100,1,2016,1003216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,DAVID L TACKETT,COUNTY COUNCIL DISTRICT 11 (N),D,100,1,2016,1000328,0,2125,3300,0,100,0,0,5525,0,1700,298,2525,3160,0,12570,0,0,100,20353
1,WILLIAM BELL,COUNTY COUNCIL DISTRICT 12 (N),D,100,1,2016,1000392,0,11475,5450,0,3190.98,0,2100,22215.98,1798,850,1015.96,2355.78,133.6,233.02,355.53,528.95,0,0,7270.84
0,MICHAEL S PURZYCKI,MAYOR,D,82.17,1,2016,1003552,5000,92375,20200,0,6407.93,0,19925,143907.93,0,0,4289.14,7951.69,11819.34,20294.49,9895.25,9845.02,35992.48,0,100087.41
0,ROBERT F MARTIN,MAYOR,R,10.83,0,2016,1003180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ROBERT F MARTIN,MAYOR,R,10.83,0,2016,1003869,17470,0,0,0,0,0,0,17470,0,0,0,0,0,3470,0,0,0,0,3470
0,STEVEN WASHINGTON,MAYOR,O,7,0,2016,1003779,0,300,0,0,763,0,0,1063,0,0,0,0,0,0,504.24,0,0,0,504.24
0,HANIFA SHABAZZ,PRESIDENT OF CITY COUNCIL,D,100,1,2016,1000453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,HANIFA SHABAZZ,PRESIDENT OF CITY COUNCIL,D,100,1,2016,1003525,5000,1700,1550,0,500,0,2400,11150,0,0,1658,0,2105.84,1260,4223,0,0,6747.45,15994.29
0,VELDA JONES POTTER,CITY TREASURER,D,100,1,2016,1003794,0,1445,1000,0,1460,0,500,4405,0,0,1531.95,610.45,0,233.83,1175.99,250,1750,544.61,6096.83
0,LORETTA WALSH,CITY COUNCIL AT LARGE,D,28,1,2016,1000455,0,4750,3200,0,1950,0,0,9900,0,0,125,0,0,0,4248.15,2000,0,2.7,6375.85
0,SAMUEL L GUY,CITY COUNCIL AT LARGE,D,25.28,0,2016,1001811,6400,3475,2100,0,2050.49,0,800,14825.49,0,0,200,2027.62,141,3682.98,6960,0,0,4353.47,17365.07
0,RYSHEEMA DIXON,CITY COUNCIL AT LARGE,D,24.31,0,2016,1003566,0,1191,1725,0,1270.77,0,0,4186.77,0,0,0,677.26,18.8,175.16,617.73,0,0,52.9,1541.85
0,CIRO ADAMS,CITY COUNCIL AT LARGE,R,7.08,0,2016,1003786,0,4100,1550,0,1125.47,0,1300,8075.47,0,150,249.5,182.94,1159,907.4,896.04,981.97,4067.5,0,8594.35
0,CIRO ADAMS,CITY COUNCIL AT LARGE,R,7.08,0,2016,1002705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,BENJAMIN COHEN,CITY COUNCIL AT LARGE,R,7.07,0,2016,1003816,873.06,2956.27,200,0,1979,0,2050,8058.33,0,0,372.39,213.14,2637.13,2104.48,2101.91,435,0,0,7864.05
0,ROBERT KEESLER,CITY COUNCIL AT LARGE,R,6.35,0,2016,1003822,1586.65,400,1350,0,788.67,900,0,5025.32,0,0,0,20.65,136,1411.95,4849.33,118.66,0,0,6536.59
0,ROBERT KEESLER,CITY COUNCIL AT LARGE,R,6.35,0,2016,1003133,1112.51,0,334.44,0,0,0,0,1446.95,0,0,0,24,0,0,0,0,0,0,24
0,K EMMANUEL MAGRUDER,CITY COUNCIL AT LARGE,O,1.91,0,2016,1003736,2950,300,0,0,1021.66,300,0,4571.66,0,0,0,0,24,0,2407.66,0,565,0,2996.66
1,NNAMDI O CHUKWUOCHA,CITY COUNCIL DISTRICT 1,D,100,1,2016,1001642,0,0,300,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0
1,ERNEST CONGO II,CITY COUNCIL DISTRICT 2,D,80.76,1,2016,1001820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SCOTT SPENCER,CITY COUNCIL DISTRICT 2,R,19.24,0,2016,1003871,400,0,0,0,0,0,0,400,0,0,0,0,0,0,290,0,0,0,290
0,ZANTHIA OLIVER,CITY COUNCIL DISTRICT 3,D,100,1,2016,1003843,0,300,0,0,0,0,0,300,0,0,0,0,0,0,400,0,0,0,400
0,MICHELLE HARLEE,CITY COUNCIL DISTRICT 4,D,100,1,2016,1003535,0,400,1950,0,177.88,0,0,2527.88,0,50,1638.25,0,386.47,580,211.21,96,120,45.99,3127.92
0,VASHUN TURNER,CITY COUNCIL DISTRICT 5,D,93.11,1,2016,1003814,0,300,600,0,0,300,0,1200,0,0,0,0,0,0,1096,0,0,0,1096
0,NADINE M FROST,CITY COUNCIL DISTRICT 5,O,6.89,0,2016,1003754,0,250,300,0,325.42,0,0,875.42,0,156.54,154.99,17.47,0,202.72,385.99,0,0,0,917.71
0,YOLANDA MCCOY,CITY COUNCIL DISTRICT 6,D,100,1,2016,1003798,0,200,0,0,125,0,0,325,0,0,0,32.48,0,81.54,120,2.3,0,160,396.32
1,ROBERT A WILLIAMS,CITY COUNCIL DISTRICT 7,D,100,1,2016,1002609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CHARLES M FREEL,CITY COUNCIL DISTRICT 8,D,100,1,2016,1000083,0,10000,4200,0,4300,0,500,19000,1106,300,3491.2,0,141,0,1100,0,500,470,7108.2
1,P BROOKS BANTA,1ST LEVY COURT DISTRICT (K),D,59.5,1,2016,1000090,0,11025,500,0,1125,0,2400,15050,1216,455,0,9.99,0,6015.5,0,0,0,0,7696.49
0,CHARLOTTE MIDDLETON,1ST LEVY COURT DISTRICT (K),R,40.5,0,2016,1003867,120,300,1200,250,500,0,0,2370,0,0,0,21.54,353.28,807.43,210.49,0,0,0,1392.74
1,ALLAN ANGEL,3RD LEVY COURT DISTRICT (K),D,100,1,2016,1000364,0,2902.5,915,0,8375,0,0,12192.5,0,0,0,7109.37,0,1050,0,0,0,0,8159.37
